booklink-href,name.1,image-src,author,rating,no of ratings,genre1,genre2,genre3,genre4,genre5,genre6
https://www.goodreads.com/book/show/7747064-the-iron-daughter,The Iron Daughter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1271790654l/7747064.jpg,Julie Kagawa,4.11,111065,Fantasy,Young Adult,Romance,"Fantasy 
Paranormal","Fairies 
Fae","Paranormal 
Fairies"
https://www.goodreads.com/book/show/13831.Alanna,Alanna: The First Adventure,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388206270l/13831.jpg,Tamora Pierce,4.26,110993,Fantasy,Young Adult,Fiction,"Fantasy 
Magic",,
https://www.goodreads.com/book/show/213753.Life_As_We_Knew_It,Life As We Knew It,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328012816l/213753.jpg,Susan Beth Pfeffer,3.89,110792,Young Adult,"Science Fiction 
Dystopia",Science Fiction,Fiction,"Apocalyptic 
Post Apocalyptic","Adventure 
Survival"
https://www.goodreads.com/book/show/18130.A_Wind_in_the_Door,A Wind in the Door,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327464177l/18130.jpg,Madeleine L'Engle,4.03,110741,Fantasy,Young Adult,Fiction,Science Fiction,Childrens,
https://www.goodreads.com/book/show/6656.The_Divine_Comedy,The Divine Comedy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390760180l/6656.jpg,Dante Alighieri,4.07,110696,Classics,Poetry,Fiction,Literature,,
https://www.goodreads.com/book/show/32085.All_Creatures_Great_and_Small,All Creatures Great and Small,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393644607l/32085.jpg,James Herriot,4.32,110498,Nonfiction,Animals,"Autobiography 
Memoir",Classics,Biography,
https://www.goodreads.com/book/show/43070.The_Essential_Calvin_and_Hobbes,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422379908l/43070.jpg,Bill Watterson,4.64,110352,"Sequential Art 
Comics",Humor,"Sequential Art 
Graphic Novels",Fiction,,
https://www.goodreads.com/book/show/55030.Cosmos,Cosmos,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388620656l/55030.jpg,Carl Sagan,4.37,110334,Science,Nonfiction,"Science 
Astronomy","Science 
Physics",History,
https://www.goodreads.com/book/show/39927096-less,Less,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524491811l/39927096._SY475_.jpg,Andrew Sean Greer,3.69,110191,Fiction,LGBT,Contemporary,,,
https://www.goodreads.com/book/show/8235178-across-the-universe,Across the Universe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401852218l/8235178.jpg,Beth Revis,3.77,110166,Young Adult,Science Fiction,"Science Fiction 
Dystopia",Romance,,
https://www.goodreads.com/book/show/6424.Seven_Up,Seven Up,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311720512l/6424.jpg,Janet Evanovich,4.16,110152,Mystery,Fiction,Humor,"Womens Fiction 
Chick Lit",,
https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand,The Amulet of Samarkand,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528705815l/334123._SY475_.jpg,Jonathan Stroud,4.01,110096,Fantasy,Young Adult,Fiction,"Fantasy 
Magic",,
https://www.goodreads.com/book/show/227651.Among_the_Hidden,Among the Hidden,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388382796l/227651.jpg,Margaret Peterson Haddix,3.98,109710,Young Adult,"Science Fiction 
Dystopia",Science Fiction,Fiction,,
https://www.goodreads.com/book/show/813214.The_Mist,The Mist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331317781l/813214.jpg,Stephen King,3.95,109542,Horror,Fiction,Thriller,Fantasy,,
https://www.goodreads.com/book/show/34002132-oathbringer,Oathbringer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507307833l/34002132.jpg,Brandon Sanderson,4.62,109480,Fantasy,Fiction,"Fantasy 
Epic Fantasy",,,
https://www.goodreads.com/book/show/92517.The_Glass_Menagerie,The Glass Menagerie,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391591003l/92517.jpg,Tennessee Williams,3.7,109076,Plays,Classics,Drama,Fiction,"Academic 
School","Plays 
Theatre"
https://www.goodreads.com/book/show/6425.Hard_Eight,Hard Eight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479699438l/6425.jpg,Janet Evanovich,4.18,108822,Mystery,Fiction,Humor,"Womens Fiction 
Chick Lit",,
https://www.goodreads.com/book/show/67896.Tao_Te_Ching,Tao Te Ching,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578861l/67896.jpg,Lao Tzu,4.3,108779,Philosophy,Nonfiction,Religion,Classics,Spirituality,Poetry
https://www.goodreads.com/book/show/13596166-joyland,Joyland,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348154483l/13596166.jpg,Stephen King,3.91,108145,Horror,Mystery,Fiction,Thriller,,
https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,We Have Always Lived in the Castle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415357189l/89724.jpg,Shirley Jackson,3.99,107796,Horror,Fiction,Classics,Gothic,,
https://www.goodreads.com/book/show/17378508-blue-lily-lily-blue,"Blue Lily, Lily Blue",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477103826l/17378508.jpg,Maggie Stiefvater,4.3,107621,Fantasy,Young Adult,"Fantasy 
Paranormal",,,
https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas,The Night Before Christmas,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388370094l/196970.jpg,Clement C. Moore,4.37,107253,"Holiday 
Christmas",Childrens,"Childrens 
Picture Books",Classics,Poetry,
https://www.goodreads.com/book/show/29864343-rich-people-problems,Rich People Problems,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493727003l/29864343._SY475_.jpg,Kevin Kwan,3.94,107063,Fiction,Contemporary,Romance,"Womens Fiction 
Chick Lit",Audiobook,Adult
https://www.goodreads.com/book/show/3090465-the-twilight-saga,The Twilight Saga,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327930511l/3090465.jpg,Stephenie Meyer,3.89,106883,Fantasy,Young Adult,Romance,"Paranormal 
Vampires","Fantasy 
Paranormal",Fiction
https://www.goodreads.com/book/show/228296.Rosemary_s_Baby,Rosemary's Baby,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878603l/228296.jpg,Ira Levin,4,106721,Horror,Fiction,Classics,Thriller,,
https://www.goodreads.com/book/show/4136.Holidays_on_Ice,Holidays on Ice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328330843l/4136.jpg,David Sedaris,3.92,106658,Humor,Nonfiction,Short Stories,"Autobiography 
Memoir",,
https://www.goodreads.com/book/show/13440.Skeleton_Crew,Skeleton Crew,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1271861632l/13440.jpg,Stephen King,3.96,106410,Horror,Short Stories,Fiction,null,,
https://www.goodreads.com/book/show/138959.Stuart_Little,Stuart Little,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552655131l/138959._SX318_.jpg,E.B. White,3.89,106395,Childrens,Classics,Fiction,Fantasy,Animals,Young Adult
https://www.goodreads.com/book/show/10798416-the-statistical-probability-of-love-at-first-sight,The Statistical Probability of Love at First Sight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555263390l/10798416._SY475_.jpg,Jennifer E. Smith,3.78,106286,Young Adult,Romance,Contemporary,Fiction,,
https://www.goodreads.com/book/show/338798.Ulysses,Ulysses,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428891345l/338798.jpg,James Joyce,3.73,106282,Classics,Fiction,Literature,Novels,,
https://www.goodreads.com/book/show/11594257-under-the-never-sky,Under the Never Sky,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356591725l/11594257.jpg,Veronica Rossi,4,106115,Young Adult,"Science Fiction 
Dystopia",Romance,Fantasy,Science Fiction,Fiction
https://www.goodreads.com/book/show/324277.The_Carnivorous_Carnival,The Carnivorous Carnival,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518209848l/324277._SX318_.jpg,Lemony Snicket,3.99,105903,Fiction,Young Adult,Childrens,Fantasy,,
https://www.goodreads.com/book/show/25893709-my-name-is-lucy-barton,My Name Is Lucy Barton,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450653428l/25893709.jpg,Elizabeth Strout,3.52,105825,Fiction,Literary Fiction,Contemporary,Audiobook,,
https://www.goodreads.com/book/show/42283287-lethal-white,Lethal White,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559867637l/42283287.jpg,Robert Galbraith,4.22,105696,Mystery,Fiction,"Mystery 
Crime",Audiobook,,
https://www.goodreads.com/book/show/33128934-stillhouse-lake,Stillhouse Lake,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495714483l/33128934.jpg,Rachel Caine,4.12,105500,Thriller,Mystery,Fiction,"Thriller 
Mystery Thriller",Suspense,"Mystery 
Crime"
https://www.goodreads.com/book/show/5152478-wintergirls,Wintergirls,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346343878l/5152478.jpg,Laurie Halse Anderson,3.98,105496,Young Adult,Contemporary,Fiction,Realistic Fiction,"Health 
Mental Health",
https://www.goodreads.com/book/show/786256.Stellaluna,Stellaluna,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275583521l/786256.jpg,Janell Cannon,4.24,105446,"Childrens 
Picture Books",Childrens,Animals,null,,
https://www.goodreads.com/book/show/59219.The_Talisman,The Talisman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170530286l/59219._SX318_.jpg,Stephen King,4.13,105444,Horror,Fantasy,Fiction,null,,
https://www.goodreads.com/book/show/20342617-just-mercy,Just Mercy: A Story of Justice and Redemption,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420795201l/20342617.jpg,Bryan Stevenson,4.6,105412,Nonfiction,null,null,null,,
https://www.goodreads.com/book/show/6325285-rubinrot,Rubinrot,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327918185l/6325285.jpg,Kerstin Gier,4.11,105068,Fantasy,Young Adult,"Science Fiction 
Time Travel",Romance,"Historical 
Historical Fiction",
https://www.goodreads.com/book/show/62446.The_Prince_and_the_Pauper,The Prince and the Pauper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376406798l/62446.jpg,Mark Twain,3.85,104946,Classics,Fiction,"Historical 
Historical Fiction",Literature,,
https://www.goodreads.com/book/show/18297707-tangled,Tangled,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375808439l/18297707.jpg,Emma Chase,4.09,104654,Romance,Contemporary,"Romance 
Contemporary Romance",New Adult,,
https://www.goodreads.com/book/show/40331.To_the_Nines,To the Nines,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1169433446l/40331.jpg,Janet Evanovich,4.17,104167,Mystery,Fiction,Humor,"Womens Fiction 
Chick Lit",,
https://www.goodreads.com/book/show/23492589-finders-keepers,Finders Keepers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469092087l/23492589._SY475_.jpg,Stephen King,4.04,104081,Fiction,Thriller,Horror,Mystery,,
https://www.goodreads.com/book/show/569429.Mostly_Harmless,Mostly Harmless,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397933521l/569429.jpg,Douglas Adams,3.98,104062,Science Fiction,Fiction,Humor,Fantasy,,
https://www.goodreads.com/book/show/12914.The_Aeneid,The Aeneid,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923968l/12914.jpg,Virgil,3.84,104043,Classics,Poetry,Fiction,"Fantasy 
Mythology",Literature,"Academic 
School"
https://www.goodreads.com/book/show/36337550-the-7-deaths-of-evelyn-hardcastle,The 7½ Deaths of Evelyn Hardcastle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506896221l/36337550.jpg,Stuart Turton,3.9,103778,Mystery,Fiction,Thriller,Fantasy,"Thriller 
Mystery Thriller",
https://www.goodreads.com/book/show/36236123-survivor,Survivor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523531504l/36236123.jpg,Chuck Palahniuk,3.92,103591,Fiction,Contemporary,Thriller,Novels,,
https://www.goodreads.com/book/show/293101.The_Amityville_Horror,The Amityville Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306079371l/293101.jpg,Jay Anson,3.85,103310,Horror,Fiction,"Fantasy 
Paranormal",Thriller,,
https://www.goodreads.com/book/show/9572203-the-snowman,The Snowman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355881478l/9572203.jpg,Jo Nesbø,4.01,103302,Mystery,"Mystery 
Crime",Fiction,Thriller,,
https://www.goodreads.com/book/show/29797.The_Pilgrim_s_Progress,The Pilgrim's Progress,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405982367l/29797.jpg,John Bunyan,4,103116,Classics,Fiction,Christian,Religion,Christian Fiction,"Religion 
Christianity"
https://www.goodreads.com/book/show/153025.Heart_Shaped_Box,Heart-Shaped Box,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328043955l/153025.jpg,Joe Hill,3.84,102983,Horror,Fiction,Thriller,"Fantasy 
Paranormal",,
https://www.goodreads.com/book/show/297792.The_Slippery_Slope,The Slippery Slope,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518835363l/297792._SX318_.jpg,Lemony Snicket,4.03,102526,Fiction,Young Adult,Childrens,Fantasy,,
https://www.goodreads.com/book/show/7728.Antigone,Antigone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486701308l/7728._SY475_.jpg,Sophocles,3.65,101543,Classics,Plays,Drama,Fiction,"Academic 
School","Academic 
Read For School"
https://www.goodreads.com/book/show/20821111-the-young-elites,The Young Elites,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407318399l/20821111.jpg,Marie Lu,3.9,101486,Fantasy,Young Adult,"Science Fiction 
Dystopia",,,
https://www.goodreads.com/book/show/781110.Fever_1793,Fever 1793,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381743126l/781110.jpg,Laurie Halse Anderson,3.92,101376,"Historical 
Historical Fiction",Young Adult,Historical,Fiction,"Childrens 
Middle Grade",
https://www.goodreads.com/book/show/220969.Die_Trying,Die Trying,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377633008l/220969.jpg,Lee Child,4.03,101355,Thriller,Fiction,Mystery,"Mystery 
Crime",,
https://www.goodreads.com/book/show/30474.The_Communist_Manifesto,The Communist Manifesto,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565912767l/30474._SY475_.jpg,Karl Marx,3.56,101164,Philosophy,Nonfiction,Politics,Classics,History,Economics
https://www.goodreads.com/book/show/33456.A_Dirty_Job,A Dirty Job,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331323415l/33456.jpg,Christopher Moore,4.07,101001,Humor,Fiction,Fantasy,"Humor 
Comedy",,
https://www.goodreads.com/book/show/439173.Frindle,Frindle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344395824l/439173.jpg,Andrew Clements,3.82,100867,Realistic Fiction,Childrens,Fiction,"Childrens 
Middle Grade",,
https://www.goodreads.com/book/show/32191710-astrophysics-for-people-in-a-hurry,Astrophysics for People in a Hurry,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562761669l/32191710._SY475_.jpg,Neil deGrasse Tyson,4.09,100858,Nonfiction,Science,Audiobook,"Science 
Physics",,
https://www.goodreads.com/book/show/3579.The_Complete_Anne_of_Green_Gables_Boxed_Set,The Complete Anne of Green Gables Boxed Set,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267721500l/3579.jpg,L.M. Montgomery,4.43,100552,Classics,Fiction,Young Adult,Childrens,"Historical 
Historical Fiction",Romance
https://www.goodreads.com/book/show/310258.The_Snowy_Day,The Snowy Day,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347624377l/310258.jpg,Ezra Jack Keats,4.16,100505,"Childrens 
Picture Books",Childrens,null,null,,
https://www.goodreads.com/book/show/6693.Fantastic_Mr_Fox,Fantastic Mr. Fox,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390097292l/6693.jpg,Roald Dahl,4.06,100293,Childrens,Fiction,Fantasy,Classics,,
https://www.goodreads.com/book/show/25855506-adulthood-is-a-myth,Adulthood Is a Myth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481219756l/25855506._SX318_.jpg,Sarah Andersen,4.12,100279,"Sequential Art 
Graphic Novels","Sequential Art 
Comics",Humor,Nonfiction,,
https://www.goodreads.com/book/show/30688435-exit-west,Exit West,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477324680l/30688435._SY475_.jpg,Mohsin Hamid,3.79,100273,Fiction,Magical Realism,Fantasy,Contemporary,Literary Fiction,
https://www.goodreads.com/book/show/608474.The_Sign_of_Four,The Sign of Four,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1299346921l/608474.jpg,Arthur Conan Doyle,3.94,100154,Classics,Mystery,Fiction,"Mystery 
Crime",,
https://www.goodreads.com/book/show/43798285-the-institute,The Institute,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549241208l/43798285.jpg,Stephen King,4.21,99872,Horror,Fiction,Thriller,Science Fiction,,
https://www.goodreads.com/book/show/7996.Redwall,Redwall,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327877368l/7996.jpg,Brian Jacques,4.12,99868,Fantasy,Fiction,Young Adult,Childrens,Animals,
https://www.goodreads.com/book/show/11230081-seriously-i-m-kidding,Seriously... I'm Kidding,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441195131l/11230081._SY475_.jpg,Ellen DeGeneres,3.71,99370,Nonfiction,Humor,Audiobook,"Autobiography 
Memoir",,
https://www.goodreads.com/book/show/824204.The_Little_Engine_That_Could,The Little Engine That Could,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352736875l/824204.jpg,Watty Piper,4.16,99351,"Childrens 
Picture Books",Childrens,Classics,Fiction,,
https://www.goodreads.com/book/show/11901.The_Witching_Hour,The Witching Hour,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327289387l/11901.jpg,Anne Rice,4.11,99333,Horror,Fantasy,Fiction,"Fantasy 
Paranormal",,
https://www.goodreads.com/book/show/85990.Princess_Academy,Princess Academy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349410861l/85990.jpg,Shannon Hale,4.02,99243,Fantasy,Young Adult,Fiction,"Childrens 
Middle Grade",Childrens,
https://www.goodreads.com/book/show/29639736-everything-we-keep,Everything We Keep,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459205790l/29639736._SY475_.jpg,Kerry Lonsdale,3.86,98909,Fiction,Mystery,Romance,,,
https://www.goodreads.com/book/show/147732.Miss_Nelson_Is_Missing_,Miss Nelson Is Missing!,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546976385l/147732._SX318_.jpg,Harry Allard,4.29,98623,"Childrens 
Picture Books",Childrens,,,,
https://www.goodreads.com/book/show/11003.Eleven_on_Top,Eleven on Top,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166394806l/11003._SY475_.jpg,Janet Evanovich,4.16,98515,Mystery,Fiction,Humor,"Womens Fiction 
Chick Lit",,
https://www.goodreads.com/book/show/38619.Magic_Bites,Magic Bites,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331612872l/38619.jpg,Ilona Andrews,4.07,98100,"Fantasy 
Urban Fantasy",Fantasy,"Fantasy 
Paranormal","Paranormal 
Vampires",,
